# min_ratio=None pval=None
id	enrichment	description	ratio_in_study	ratio_in_pop	p_uncorrected	p_bonferroni	p_holm	p_sidak	p_fdr
GO:0070300	p	phosphatidic acid binding	2/1159	3/1159	1	4.94e+03	2.72e+03	4.82e+03	1
GO:0070301	p	cellular response to hydrogen peroxide	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0070302	e	regulation of stress-activated protein kinase signaling cascade	2/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0070304	e	positive regulation of stress-activated protein kinase signaling cascade	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0070328	e	triglyceride homeostasis	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0070336	e	flap-structured DNA binding	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0070370	p	cellular heat acclimation	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0070389	p	chaperone cofactor-dependent protein refolding	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0070407	e	oxidation-dependent protein catabolic process	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0070413	p	trehalose metabolism in response to stress	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0070414	p	trehalose metabolism in response to heat stress	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0070452	e	positive regulation of ergosterol biosynthetic process	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0070458	e	cellular detoxification of nitrogen compound	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0070461	e	SAGA-type complex	11/1159	3/1159	0.0566	280	265	273	1
GO:0070469	e	respiratory chain	2/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0070475	e	rRNA base methylation	3/1159	2/1159	1	4.94e+03	2.72e+03	4.82e+03	1
GO:0070476	p	rRNA (guanine-N7)-methylation	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0070478	p	nuclear-transcribed mRNA catabolic process, 3'-5' exonucleolytic nonsense-mediated decay	2/1159	4/1159	0.687	3.4e+03	2.43e+03	3.31e+03	1
GO:0070481	e	nuclear-transcribed mRNA catabolic process, non-stop decay	6/1159	5/1159	1	4.94e+03	1.82e+03	4.82e+03	1
GO:0070482	e	response to oxygen levels	2/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0070491	e	repressing transcription factor binding	5/1159	2/1159	0.452	2.24e+03	1.85e+03	2.18e+03	1
GO:0070507	p	regulation of microtubule cytoskeleton organization	2/1159	3/1159	1	4.94e+03	2.72e+03	4.82e+03	1
GO:0070525	p	threonylcarbamoyladenosine metabolic process	1/1159	2/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0070534	p	protein K63-linked ubiquitination	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0070542	e	response to fatty acid	2/1159	0/1159	0.5	2.47e+03	2e+03	2.41e+03	1
GO:0070544	e	histone H3-K36 demethylation	2/1159	0/1159	0.5	2.47e+03	2e+03	2.41e+03	1
GO:0070545	e	PeBoW complex	2/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0070546	e	L-phenylalanine aminotransferase activity	3/1159	2/1159	1	4.94e+03	2.72e+03	4.82e+03	1
GO:0070548	p	L-glutamine aminotransferase activity	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0070550	p	rDNA condensation	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0070566	p	adenylyltransferase activity	4/1159	4/1159	1	4.94e+03	2.79e+03	4.82e+03	1
GO:0070568	p	guanylyltransferase activity	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0070569	p	uridylyltransferase activity	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0070573	p	metallodipeptidase activity	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0070577	e	lysine-acetylated histone binding	6/1159	1/1159	0.124	615	569	599	1
GO:0070584	p	mitochondrion morphogenesis	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0070585	p	protein localization to mitochondrion	14/1159	16/1159	0.855	4.22e+03	2.7e+03	4.12e+03	1
GO:0070589	p	cellular component macromolecule biosynthetic process	6/1159	9/1159	0.606	3e+03	2.29e+03	2.92e+03	1
GO:0070592	p	cell wall polysaccharide biosynthetic process	3/1159	4/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0070603	e	SWI/SNF superfamily-type complex	23/1159	8/1159	0.0102	50.3	48.6	49	1
GO:0070615	e	nucleosome-dependent ATPase activity	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0070626	p	(S)-2-(5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamido)succinate AMP-lyase (fumarate-forming) activity	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0070628	e	proteasome binding	2/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0070646	e	protein modification by small protein removal	8/1159	5/1159	0.58	2.87e+03	2.21e+03	2.79e+03	1
GO:0070647	e	protein modification by small protein conjugation or removal	31/1159	25/1159	0.499	2.47e+03	2e+03	2.4e+03	1
GO:0070651	e	nonfunctional rRNA decay	8/1159	6/1159	0.79	3.9e+03	2.58e+03	3.81e+03	1
GO:0070676	p	intralumenal vesicle formation	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0070682	e	proteasome regulatory particle assembly	7/1159	5/1159	0.774	3.82e+03	2.56e+03	3.73e+03	1
GO:0070704	p	sterol desaturase activity	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0070717	p	poly-purine tract binding	3/1159	3/1159	1	4.94e+03	1.91e+03	4.82e+03	1
GO:0070726	p	cell wall assembly	4/1159	4/1159	1	4.94e+03	2.79e+03	4.82e+03	1
GO:0070727	p	cellular macromolecule localization	80/1159	81/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0070775	p	H3 histone acetyltransferase complex	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0070783	p	growth of unicellular organism as a thread of attached cells	11/1159	12/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0070784	e	regulation of growth of unicellular organism as a thread of attached cells	14/1159	5/1159	0.0625	309	292	301	1
GO:0070785	e	negative regulation of growth of unicellular organism as a thread of attached cells	5/1159	1/1159	0.218	1.08e+03	972	1.05e+03	1
GO:0070786	e	positive regulation of growth of unicellular organism as a thread of attached cells	6/1159	2/1159	0.288	1.42e+03	1.25e+03	1.39e+03	1
GO:0070813	p	hydrogen sulfide metabolic process	2/1159	2/1159	1	4.94e+03	3.09e+03	4.82e+03	1
GO:0070814	p	hydrogen sulfide biosynthetic process	2/1159	2/1159	1	4.94e+03	3.09e+03	4.82e+03	1
GO:0070816	e	phosphorylation of RNA polymerase II C-terminal domain	4/1159	2/1159	0.687	3.4e+03	2.43e+03	3.31e+03	1
GO:0070818	e	protoporphyrinogen oxidase activity	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0070822	e	Sin3-type complex	9/1159	2/1159	0.0648	320	302	312	1
GO:0070823	e	HDA1 complex	2/1159	0/1159	0.5	2.47e+03	2e+03	2.41e+03	1
GO:0070827	e	chromatin maintenance	3/1159	1/1159	0.625	3.09e+03	2.34e+03	3.01e+03	1
GO:0070828	e	heterochromatin organization	4/1159	1/1159	0.374	1.85e+03	1.58e+03	1.8e+03	1
GO:0070829	e	heterochromatin maintenance	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0070838	p	divalent metal ion transport	1/1159	4/1159	0.374	1.85e+03	1.58e+03	1.8e+03	1
GO:0070841	p	inclusion body assembly	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0070842	p	aggresome assembly	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0070847	p	core mediator complex	2/1159	2/1159	1	4.94e+03	3.09e+03	4.82e+03	1
GO:0070860	e	RNA polymerase I core factor complex	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0070868	e	heterochromatin organization involved in chromatin silencing	4/1159	1/1159	0.374	1.85e+03	1.58e+03	1.8e+03	1
GO:0070869	e	heterochromatin assembly involved in chromatin silencing	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0070870	e	heterochromatin maintenance involved in chromatin silencing	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0070873	p	regulation of glycogen metabolic process	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0070874	p	negative regulation of glycogen metabolic process	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0070887	e	cellular response to chemical stimulus	40/1159	38/1159	0.908	4.49e+03	2.82e+03	4.38e+03	1
GO:0070893	e	transposon integration	2/1159	0/1159	0.5	2.47e+03	2e+03	2.41e+03	1
GO:0070894	e	regulation of transposon integration	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0070896	e	positive regulation of transposon integration	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0070897	e	DNA-templated transcriptional preinitiation complex assembly	18/1159	8/1159	0.0739	365	343	356	1
GO:0070898	e	RNA polymerase III transcriptional preinitiation complex assembly	5/1159	2/1159	0.452	2.24e+03	1.85e+03	2.18e+03	1
GO:0070900	p	mitochondrial tRNA modification	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0070903	e	mitochondrial tRNA thio-modification	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0070911	e	global genome nucleotide-excision repair	4/1159	2/1159	0.687	3.4e+03	2.43e+03	3.31e+03	1
GO:0070925	p	organelle assembly	13/1159	15/1159	0.85	4.2e+03	2.68e+03	4.09e+03	1
GO:0070932	e	histone H3 deacetylation	2/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0070933	e	histone H4 deacetylation	2/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0070938	p	contractile ring	2/1159	3/1159	1	4.94e+03	2.72e+03	4.82e+03	1
GO:0070939	e	Dsl1p complex	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0070940	p	dephosphorylation of RNA polymerase II C-terminal domain	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0070941	p	eisosome assembly	2/1159	2/1159	1	4.94e+03	3.09e+03	4.82e+03	1
GO:0070966	p	nuclear-transcribed mRNA catabolic process, no-go decay	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0070972	p	protein localization to endoplasmic reticulum	11/1159	11/1159	1	4.94e+03	1.92e+03	4.82e+03	1
GO:0070981	p	L-asparagine biosynthetic process	1/1159	2/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0070982	p	L-asparagine metabolic process	1/1159	2/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0070987	p	error-free translesion synthesis	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0070988	e	demethylation	2/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0070993	p	translation preinitiation complex	8/1159	8/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0071004	e	U2-type prespliceosome	5/1159	4/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0071006	e	U2-type catalytic step 1 spliceosome	4/1159	1/1159	0.374	1.85e+03	1.58e+03	1.8e+03	1
GO:0071007	e	U2-type catalytic step 2 spliceosome	3/1159	1/1159	0.625	3.09e+03	2.34e+03	3.01e+03	1
GO:0071008	e	U2-type post-mRNA release spliceosomal complex	2/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0071010	e	prespliceosome	5/1159	4/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0071012	e	catalytic step 1 spliceosome	4/1159	1/1159	0.374	1.85e+03	1.58e+03	1.8e+03	1
GO:0071013	e	catalytic step 2 spliceosome	3/1159	1/1159	0.625	3.09e+03	2.34e+03	3.01e+03	1
GO:0071014	e	post-mRNA release spliceosomal complex	3/1159	1/1159	0.625	3.09e+03	2.34e+03	3.01e+03	1
GO:0071020	e	post-spliceosomal complex	3/1159	0/1159	0.25	1.23e+03	1.1e+03	1.2e+03	1
GO:0071021	e	U2-type post-spliceosomal complex	3/1159	0/1159	0.25	1.23e+03	1.1e+03	1.2e+03	1
GO:0071025	e	RNA surveillance	12/1159	6/1159	0.236	1.17e+03	1.04e+03	1.14e+03	1
GO:0071027	e	nuclear RNA surveillance	11/1159	5/1159	0.209	1.03e+03	932	1e+03	1
GO:0071028	e	nuclear mRNA surveillance	9/1159	3/1159	0.145	716	656	698	1
GO:0071029	e	nuclear ncRNA surveillance	8/1159	4/1159	0.386	1.91e+03	1.61e+03	1.86e+03	1
GO:0071030	e	nuclear mRNA surveillance of spliceosomal pre-mRNA splicing	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0071031	e	nuclear mRNA surveillance of mRNA 3'-end processing	2/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0071033	e	nuclear retention of pre-mRNA at the site of transcription	5/1159	2/1159	0.452	2.24e+03	1.85e+03	2.18e+03	1
GO:0071034	e	CUT catabolic process	7/1159	3/1159	0.343	1.69e+03	1.46e+03	1.65e+03	1
GO:0071035	e	nuclear polyadenylation-dependent rRNA catabolic process	8/1159	4/1159	0.386	1.91e+03	1.61e+03	1.86e+03	1
GO:0071036	p	nuclear polyadenylation-dependent snoRNA catabolic process	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0071037	p	nuclear polyadenylation-dependent snRNA catabolic process	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0071038	e	nuclear polyadenylation-dependent tRNA catabolic process	4/1159	3/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0071039	e	nuclear polyadenylation-dependent CUT catabolic process	5/1159	2/1159	0.452	2.24e+03	1.85e+03	2.18e+03	1
GO:0071040	e	nuclear polyadenylation-dependent antisense transcript catabolic process	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0071041	e	antisense RNA transcript catabolic process	3/1159	1/1159	0.625	3.09e+03	2.34e+03	3.01e+03	1
GO:0071042	e	nuclear polyadenylation-dependent mRNA catabolic process	5/1159	4/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0071043	e	CUT metabolic process	7/1159	3/1159	0.343	1.69e+03	1.46e+03	1.65e+03	1
GO:0071044	e	histone mRNA catabolic process	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0071046	e	nuclear polyadenylation-dependent ncRNA catabolic process	8/1159	4/1159	0.386	1.91e+03	1.61e+03	1.86e+03	1
GO:0071047	e	polyadenylation-dependent mRNA catabolic process	5/1159	4/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0071048	e	nuclear retention of unspliced pre-mRNA at the site of transcription	2/1159	0/1159	0.5	2.47e+03	2e+03	2.41e+03	1
GO:0071049	e	nuclear retention of pre-mRNA with aberrant 3'-ends at the site of transcription	2/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0071050	p	snoRNA polyadenylation	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0071051	e	polyadenylation-dependent snoRNA 3'-end processing	5/1159	3/1159	0.726	3.59e+03	2.5e+03	3.5e+03	1
GO:0071071	e	regulation of phospholipid biosynthetic process	4/1159	3/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0071072	p	negative regulation of phospholipid biosynthetic process	2/1159	2/1159	1	4.94e+03	3.09e+03	4.82e+03	1
GO:0071073	e	positive regulation of phospholipid biosynthetic process	2/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0071103	e	DNA conformation change	15/1159	9/1159	0.305	1.51e+03	1.31e+03	1.47e+03	1
GO:0071167	p	ribonucleoprotein complex import into nucleus	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0071168	e	protein localization to chromatin	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0071169	e	establishment of protein localization to chromatin	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0071173	p	spindle assembly checkpoint	2/1159	2/1159	1	4.94e+03	3.09e+03	4.82e+03	1
GO:0071174	p	mitotic spindle checkpoint	3/1159	4/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0071214	p	cellular response to abiotic stimulus	8/1159	10/1159	0.814	4.02e+03	2.62e+03	3.92e+03	1
GO:0071216	e	cellular response to biotic stimulus	4/1159	1/1159	0.374	1.85e+03	1.58e+03	1.8e+03	1
GO:0071229	e	cellular response to acid chemical	5/1159	3/1159	0.726	3.59e+03	2.5e+03	3.5e+03	1
GO:0071241	p	cellular response to inorganic substance	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0071243	e	cellular response to arsenic-containing substance	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0071244	e	cellular response to carbon dioxide	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0071255	e	CVT vesicle assembly	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0071265	p	L-methionine biosynthetic process	4/1159	5/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0071266	p	'de novo' L-methionine biosynthetic process	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0071267	p	L-methionine salvage	3/1159	4/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0071310	e	cellular response to organic substance	4/1159	3/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0071322	e	cellular response to carbohydrate stimulus	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0071396	e	cellular response to lipid	2/1159	0/1159	0.5	2.47e+03	2e+03	2.41e+03	1
GO:0071398	e	cellular response to fatty acid	2/1159	0/1159	0.5	2.47e+03	2e+03	2.41e+03	1
GO:0071400	e	cellular response to oleic acid	2/1159	0/1159	0.5	2.47e+03	2e+03	2.41e+03	1
GO:0071406	e	cellular response to methylmercury	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0071421	p	manganese ion transmembrane transport	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0071426	e	ribonucleoprotein complex export from nucleus	22/1159	15/1159	0.32	1.58e+03	1.37e+03	1.54e+03	1
GO:0071428	e	rRNA-containing ribonucleoprotein complex export from nucleus	22/1159	15/1159	0.32	1.58e+03	1.37e+03	1.54e+03	1
GO:0071440	e	regulation of histone H3-K14 acetylation	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0071441	e	negative regulation of histone H3-K14 acetylation	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0071453	e	cellular response to oxygen levels	2/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0071454	p	cellular response to anoxia	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0071456	e	cellular response to hypoxia	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0071458	p	integral component of cytoplasmic side of endoplasmic reticulum membrane	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0071459	e	protein localization to chromosome, centromeric region	3/1159	2/1159	1	4.94e+03	2.72e+03	4.82e+03	1
GO:0071462	e	cellular response to water stimulus	3/1159	2/1159	1	4.94e+03	2.72e+03	4.82e+03	1
GO:0071465	e	cellular response to desiccation	3/1159	2/1159	1	4.94e+03	2.72e+03	4.82e+03	1
GO:0071470	p	cellular response to osmotic stress	4/1159	7/1159	0.548	2.71e+03	2.11e+03	2.64e+03	1
GO:0071472	p	cellular response to salt stress	2/1159	2/1159	1	4.94e+03	3.09e+03	4.82e+03	1
GO:0071478	p	cellular response to radiation	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0071482	p	cellular response to light stimulus	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0071495	e	cellular response to endogenous stimulus	4/1159	2/1159	0.687	3.4e+03	2.43e+03	3.31e+03	1
GO:0071496	p	cellular response to external stimulus	12/1159	15/1159	0.699	3.46e+03	2.42e+03	3.37e+03	1
GO:0071528	e	tRNA re-export from nucleus	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0071554	p	cell wall organization or biogenesis	11/1159	26/1159	0.0191	94.4	90.8	92	1
GO:0071555	p	cell wall organization	11/1159	24/1159	0.0395	195	186	190	1
GO:0071561	p	nucleus-vacuole junction	2/1159	2/1159	1	4.94e+03	3.09e+03	4.82e+03	1
GO:0071562	e	nucleus-vacuole junction assembly	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0071563	p	Myo2p-Vac17p-Vac8p transport complex	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0071596	e	ubiquitin-dependent protein catabolic process via the N-end rule pathway	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0071616	e	acyl-CoA biosynthetic process	7/1159	4/1159	0.548	2.71e+03	2.11e+03	2.64e+03	1
GO:0071617	e	lysophospholipid acyltransferase activity	2/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0071629	e	cytoplasm-associated proteasomal ubiquitin-dependent protein catabolic process	4/1159	3/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0071630	p	nucleus-associated proteasomal ubiquitin-dependent protein catabolic process	1/1159	2/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0071702	p	organic substance transport	140/1159	174/1159	0.0451	223	212	217	1
GO:0071704	e	organic substance metabolic process	878/1159	763/1159	1.82e-07	0.000902	0.000896	0.000879	0.98
GO:0071705	e	nitrogen compound transport	52/1159	47/1159	0.681	3.37e+03	2.41e+03	3.28e+03	1
GO:0071709	p	membrane assembly	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0071712	p	ER-associated misfolded protein catabolic process	2/1159	2/1159	1	4.94e+03	3.09e+03	4.82e+03	1
GO:0071782	p	endoplasmic reticulum tubular network	5/1159	6/1159	1	4.94e+03	1.82e+03	4.82e+03	1
GO:0071786	p	endoplasmic reticulum tubular network organization	2/1159	2/1159	1	4.94e+03	3.09e+03	4.82e+03	1
GO:0071788	p	endoplasmic reticulum tubular network maintenance	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0071804	p	cellular potassium ion transport	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0071805	p	potassium ion transmembrane transport	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0071806	p	protein transmembrane transport	16/1159	22/1159	0.414	2.05e+03	1.71e+03	1.99e+03	1
GO:0071816	e	tail-anchored membrane protein insertion into ER membrane	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0071819	e	DUBm complex	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0071822	e	protein complex subunit organization	115/1159	102/1159	0.392	1.94e+03	1.63e+03	1.89e+03	1
GO:0071824	e	protein-DNA complex subunit organization	57/1159	25/1159	0.000424	2.1	2.06	2.04	1
GO:0071825	p	protein-lipid complex subunit organization	2/1159	2/1159	1	4.94e+03	3.09e+03	4.82e+03	1
GO:0071826	e	ribonucleoprotein complex subunit organization	66/1159	50/1159	0.153	755	689	736	1
GO:0071840	e	cellular component organization or biogenesis	441/1159	382/1159	0.0118	58.3	56.3	56.8	1
GO:0071846	e	actin filament debranching	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0071852	p	fungal-type cell wall organization or biogenesis	10/1159	20/1159	0.0966	477	445	465	1
GO:0071862	p	protein phosphatase type 1 activator activity	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0071894	e	histone H2B conserved C-terminal lysine ubiquitination	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0071897	e	DNA biosynthetic process	12/1159	6/1159	0.236	1.17e+03	1.04e+03	1.14e+03	1
GO:0071900	p	regulation of protein serine/threonine kinase activity	2/1159	5/1159	0.452	2.24e+03	1.85e+03	2.18e+03	1
GO:0071901	p	negative regulation of protein serine/threonine kinase activity	2/1159	3/1159	1	4.94e+03	2.72e+03	4.82e+03	1
GO:0071930	e	negative regulation of transcription involved in G1/S transition of mitotic cell cycle	5/1159	1/1159	0.218	1.08e+03	972	1.05e+03	1
GO:0071931	e	positive regulation of transcription involved in G1/S transition of mitotic cell cycle	4/1159	1/1159	0.374	1.85e+03	1.58e+03	1.8e+03	1
GO:0071933	e	Arp2/3 complex binding	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0071940	p	fungal-type cell wall assembly	4/1159	4/1159	1	4.94e+03	2.79e+03	4.82e+03	1
GO:0071944	e	cell periphery	3/1159	2/1159	1	4.94e+03	2.72e+03	4.82e+03	1
GO:0071966	p	fungal-type cell wall polysaccharide metabolic process	3/1159	4/1159	1	4.94e+03	1.77e+03	4.82e+03	1
