# min_ratio=None pval=None
id	enrichment	description	ratio_in_study	ratio_in_pop	p_uncorrected	p_bonferroni	p_holm	p_sidak	p_fdr
GO:0048585	p	negative regulation of response to stimulus	4/1159	39/4258	0.0174	85.9	72.9	83.7	n.a.
GO:0048646	p	anatomical structure formation involved in morphogenesis	22/1159	84/4258	0.902	4.46e+03	774	4.34e+03	n.a.
GO:0048856	e	anatomical structure development	9/1159	26/4258	0.383	1.89e+03	814	1.84e+03	n.a.
GO:0048869	p	cellular developmental process	22/1159	92/4258	0.554	2.74e+03	789	2.67e+03	n.a.
GO:0048872	e	homeostasis of number of cells	1/1159	1/4258	0.272	1.35e+03	824	1.31e+03	n.a.
GO:0048874	e	homeostasis of number of cells in a free-living population	1/1159	1/4258	0.272	1.35e+03	824	1.31e+03	n.a.
GO:0048878	p	chemical homeostasis	23/1159	124/4258	0.031	153	124	149	n.a.
GO:0050000	e	chromosome localization	5/1159	10/4258	0.148	732	506	713	n.a.
GO:0050136	e	NADH dehydrogenase (quinone) activity	1/1159	1/4258	0.272	1.35e+03	824	1.31e+03	n.a.
GO:0050203	e	oxalate-CoA ligase activity	1/1159	1/4258	0.272	1.35e+03	824	1.31e+03	n.a.
GO:0050236	e	pyridoxine:NADP 4-dehydrogenase activity	1/1159	1/4258	0.272	1.35e+03	824	1.31e+03	n.a.
GO:0050278	e	sedoheptulose-bisphosphatase activity	1/1159	1/4258	0.272	1.35e+03	824	1.31e+03	n.a.
GO:0050308	p	sugar-phosphatase activity	1/1159	4/4258	1	4.94e+03	562	4.82e+03	n.a.
GO:0050354	e	triokinase activity	1/1159	1/4258	0.272	1.35e+03	824	1.31e+03	n.a.
GO:0050561	e	glutamate-tRNA(Gln) ligase activity	1/1159	1/4258	0.272	1.35e+03	824	1.31e+03	n.a.
GO:0050613	e	delta14-sterol reductase activity	1/1159	1/4258	0.272	1.35e+03	824	1.31e+03	n.a.
GO:0050657	e	nucleic acid transport	46/1159	114/4258	0.00262	12.9	11.6	12.6	n.a.
GO:0050658	e	RNA transport	45/1159	112/4258	0.00251	12.4	11.2	12.1	n.a.
GO:0050660	e	flavin adenine dinucleotide binding	11/1159	26/4258	0.118	585	417	570	n.a.
GO:0050661	e	NADP binding	11/1159	17/4258	0.00133	6.58	6.01	6.41	n.a.
GO:0050662	e	coenzyme binding	37/1159	83/4258	0.000666	3.29	3.04	3.21	n.a.
GO:0050667	e	homocysteine metabolic process	2/1159	6/4258	0.666	3.29e+03	827	3.21e+03	n.a.
GO:0050684	e	regulation of mRNA processing	4/1159	10/4258	0.475	2.35e+03	735	2.29e+03	n.a.
GO:0050686	e	negative regulation of mRNA processing	2/1159	2/4258	0.074	366	281	357	n.a.
GO:0050789	e	regulation of biological process	375/1159	1274/4258	0.0353	174	141	170	n.a.
GO:0050790	p	regulation of catalytic activity	56/1159	291/4258	0.00131	6.47	5.92	6.31	n.a.
GO:0050793	p	regulation of developmental process	3/1159	35/4258	0.0119	58.7	50.4	57.2	n.a.
GO:0050794	e	regulation of cellular process	350/1159	1159/4258	0.00851	42.1	36.4	41	n.a.
GO:0050801	p	ion homeostasis	20/1159	114/4258	0.0186	92.1	77.9	89.8	n.a.
GO:0050810	p	regulation of steroid biosynthetic process	1/1159	6/4258	1	4.94e+03	726	4.82e+03	n.a.
GO:0050815	e	phosphoserine binding	6/1159	8/4258	0.00666	32.9	28.9	32.1	n.a.
GO:0050821	e	protein stabilization	5/1159	10/4258	0.148	732	506	713	n.a.
GO:0050848	e	regulation of calcium-mediated signaling	1/1159	1/4258	0.272	1.35e+03	824	1.31e+03	n.a.
GO:0050849	e	negative regulation of calcium-mediated signaling	1/1159	1/4258	0.272	1.35e+03	824	1.31e+03	n.a.
GO:0050896	e	response to stimulus	175/1159	578/4258	0.0786	388	286	379	n.a.
GO:0050983	e	deoxyhypusine biosynthetic process from spermidine	1/1159	1/4258	0.272	1.35e+03	824	1.31e+03	n.a.
GO:0050994	e	regulation of lipid catabolic process	1/1159	3/4258	1	4.94e+03	278	4.82e+03	n.a.
GO:0050996	e	positive regulation of lipid catabolic process	1/1159	3/4258	1	4.94e+03	278	4.82e+03	n.a.
GO:0051010	p	microtubule plus-end binding	2/1159	11/4258	0.738	3.65e+03	761	3.55e+03	n.a.
GO:0051014	e	actin filament severing	2/1159	4/4258	0.3	1.48e+03	725	1.44e+03	n.a.
GO:0051015	e	actin filament binding	6/1159	14/4258	0.227	1.12e+03	708	1.09e+03	n.a.
GO:0051016	e	barbed-end actin filament capping	3/1159	6/4258	0.354	1.75e+03	788	1.71e+03	n.a.
GO:0051017	p	actin filament bundle assembly	1/1159	10/4258	0.304	1.5e+03	702	1.46e+03	n.a.
GO:0051020	p	GTPase binding	5/1159	32/4258	0.165	816	557	795	n.a.
GO:0051027	e	DNA transport	1/1159	2/4258	0.47	2.32e+03	913	2.27e+03	n.a.
GO:0051028	e	mRNA transport	31/1159	86/4258	0.0669	331	257	322	n.a.
GO:0051029	e	rRNA transport	9/1159	14/4258	0.00402	19.8	17.7	19.3	n.a.
GO:0051031	e	tRNA transport	6/1159	17/4258	0.425	2.1e+03	874	2.05e+03	n.a.
GO:0051037	e	regulation of transcription during meiosis	4/1159	8/4258	0.225	1.11e+03	708	1.08e+03	n.a.
GO:0051038	e	negative regulation of transcription during meiosis	4/1159	6/4258	0.0504	249	199	243	n.a.
GO:0051039	e	positive regulation of transcription during meiosis	1/1159	2/4258	0.47	2.32e+03	913	2.27e+03	n.a.
GO:0051046	p	regulation of secretion	1/1159	5/4258	1	4.94e+03	409	4.82e+03	n.a.
GO:0051049	p	regulation of transport	17/1159	87/4258	0.114	564	402	549	n.a.
GO:0051050	p	positive regulation of transport	4/1159	29/4258	0.141	697	483	679	n.a.
GO:0051051	p	negative regulation of transport	5/1159	20/4258	1	4.94e+03	428	4.82e+03	n.a.
GO:0051052	e	regulation of DNA metabolic process	35/1159	84/4258	0.00411	20.3	18.1	19.8	n.a.
GO:0051053	e	negative regulation of DNA metabolic process	10/1159	35/4258	0.85	4.2e+03	750	4.09e+03	n.a.
GO:0051054	e	positive regulation of DNA metabolic process	10/1159	22/4258	0.0885	437	318	426	n.a.
GO:0051055	e	negative regulation of lipid biosynthetic process	3/1159	10/4258	0.737	3.64e+03	777	3.55e+03	n.a.
GO:0051056	p	regulation of small GTPase mediated signal transduction	2/1159	15/4258	0.382	1.89e+03	815	1.84e+03	n.a.
GO:0051058	p	negative regulation of small GTPase mediated signal transduction	2/1159	10/4258	1	4.94e+03	780	4.82e+03	n.a.
GO:0051082	e	unfolded protein binding	36/1159	70/4258	1.68e-05	0.0829	0.0793	0.0808	n.a.
GO:0051083	e	'de novo' cotranslational protein folding	3/1159	5/4258	0.128	633	448	617	n.a.
GO:0051087	e	chaperone binding	8/1159	16/4258	0.0498	246	197	240	n.a.
GO:0051090	e	regulation of sequence-specific DNA binding transcription factor activity	4/1159	6/4258	0.0504	249	199	243	n.a.
GO:0051091	e	positive regulation of sequence-specific DNA binding transcription factor activity	2/1159	2/4258	0.074	366	281	357	n.a.
GO:0051093	p	negative regulation of developmental process	1/1159	5/4258	1	4.94e+03	409	4.82e+03	n.a.
GO:0051094	p	positive regulation of developmental process	2/1159	8/4258	1	4.94e+03	658	4.82e+03	n.a.
GO:0051095	e	regulation of helicase activity	1/1159	3/4258	1	4.94e+03	278	4.82e+03	n.a.
GO:0051097	e	negative regulation of helicase activity	1/1159	2/4258	0.47	2.32e+03	913	2.27e+03	n.a.
GO:0051098	e	regulation of binding	3/1159	8/4258	0.456	2.25e+03	920	2.2e+03	n.a.
GO:0051099	p	positive regulation of binding	1/1159	4/4258	1	4.94e+03	562	4.82e+03	n.a.
GO:0051100	e	negative regulation of binding	2/1159	4/4258	0.3	1.48e+03	725	1.44e+03	n.a.
GO:0051101	e	regulation of DNA binding	2/1159	5/4258	0.618	3.05e+03	837	2.98e+03	n.a.
GO:0051119	e	sugar transmembrane transporter activity	2/1159	7/4258	1	4.94e+03	630	4.82e+03	n.a.
GO:0051123	e	RNA polymerase II transcriptional preinitiation complex assembly	15/1159	35/4258	0.0541	267	212	260	n.a.
GO:0051125	e	regulation of actin nucleation	3/1159	5/4258	0.128	633	448	617	n.a.
GO:0051126	e	negative regulation of actin nucleation	3/1159	4/4258	0.0641	317	249	309	n.a.
GO:0051127	e	positive regulation of actin nucleation	1/1159	2/4258	0.47	2.32e+03	913	2.27e+03	n.a.
GO:0051128	e	regulation of cellular component organization	91/1159	314/4258	0.469	2.32e+03	912	2.26e+03	n.a.
GO:0051129	e	negative regulation of cellular component organization	33/1159	105/4258	0.32	1.58e+03	722	1.54e+03	n.a.
GO:0051130	e	positive regulation of cellular component organization	38/1159	107/4258	0.0609	301	237	293	n.a.
GO:0051131	e	chaperone-mediated protein complex assembly	3/1159	7/4258	0.399	1.97e+03	842	1.92e+03	n.a.
GO:0051156	e	glucose 6-phosphate metabolic process	12/1159	19/4258	0.00109	5.38	4.93	5.24	n.a.
GO:0051168	e	nuclear export	56/1159	109/4258	7.67e-08	0.000379	0.00037	0.00037	n.a.
GO:0051169	e	nuclear transport	68/1159	149/4258	1.22e-06	0.00603	0.00585	0.00588	n.a.
GO:0051170	e	nuclear import	18/1159	48/4258	0.14	694	482	677	n.a.
GO:0051171	e	regulation of nitrogen compound metabolic process	226/1159	609/4258	7.73e-09	3.82e-05	3.74e-05	3.72e-05	n.a.
GO:0051172	e	negative regulation of nitrogen compound metabolic process	90/1159	241/4258	0.000438	2.17	2.01	2.11	n.a.
GO:0051173	e	positive regulation of nitrogen compound metabolic process	93/1159	257/4258	0.00112	5.55	5.08	5.41	n.a.
GO:0051174	p	regulation of phosphorus metabolic process	21/1159	121/4258	0.0127	62.6	53.6	61.1	n.a.
GO:0051176	e	positive regulation of sulfur metabolic process	1/1159	2/4258	0.47	2.32e+03	913	2.27e+03	n.a.
GO:0051177	e	meiotic sister chromatid cohesion	1/1159	2/4258	0.47	2.32e+03	913	2.27e+03	n.a.
GO:0051179	p	localization	253/1159	1101/4258	0.000218	1.08	1.01	1.05	n.a.
GO:0051181	p	cofactor transport	2/1159	10/4258	1	4.94e+03	780	4.82e+03	n.a.
GO:0051186	e	cofactor metabolic process	75/1159	175/4258	5.36e-06	0.0265	0.0255	0.0258	n.a.
GO:0051187	e	cofactor catabolic process	2/1159	6/4258	0.666	3.29e+03	827	3.21e+03	n.a.
GO:0051188	e	cofactor biosynthetic process	31/1159	96/4258	0.296	1.46e+03	717	1.43e+03	n.a.
GO:0051192	e	prosthetic group binding	1/1159	1/4258	0.272	1.35e+03	824	1.31e+03	n.a.
GO:0051193	p	regulation of cofactor metabolic process	1/1159	5/4258	1	4.94e+03	409	4.82e+03	n.a.
GO:0051196	p	regulation of coenzyme metabolic process	1/1159	5/4258	1	4.94e+03	409	4.82e+03	n.a.
GO:0051204	e	protein insertion into mitochondrial membrane	4/1159	7/4258	0.0927	458	332	447	n.a.
GO:0051205	e	protein insertion into membrane	6/1159	12/4258	0.1	496	357	484	n.a.
GO:0051213	e	dioxygenase activity	4/1159	7/4258	0.0927	458	332	447	n.a.
GO:0051219	e	phosphoprotein binding	6/1159	9/4258	0.0154	76.1	64.8	74.1	n.a.
GO:0051223	p	regulation of protein transport	4/1159	24/4258	0.357	1.76e+03	774	1.72e+03	n.a.
GO:0051224	p	negative regulation of protein transport	3/1159	15/4258	0.772	3.82e+03	742	3.72e+03	n.a.
GO:0051228	e	mitotic spindle disassembly	1/1159	3/4258	1	4.94e+03	278	4.82e+03	n.a.
GO:0051230	p	spindle disassembly	1/1159	5/4258	1	4.94e+03	409	4.82e+03	n.a.
GO:0051231	p	spindle elongation	2/1159	8/4258	1	4.94e+03	658	4.82e+03	n.a.
GO:0051233	e	spindle midzone	1/1159	3/4258	1	4.94e+03	278	4.82e+03	n.a.
GO:0051234	p	establishment of localization	221/1159	987/4258	8.87e-05	0.438	0.414	0.427	n.a.
GO:0051235	p	maintenance of location	10/1159	56/4258	0.131	647	452	631	n.a.
GO:0051236	e	establishment of RNA localization	45/1159	112/4258	0.00251	12.4	11.2	12.1	n.a.
GO:0051246	e	regulation of protein metabolic process	84/1159	252/4258	0.0284	140	115	137	n.a.
GO:0051247	e	positive regulation of protein metabolic process	31/1159	90/4258	0.121	598	425	583	n.a.
GO:0051248	p	negative regulation of protein metabolic process	18/1159	80/4258	0.377	1.86e+03	805	1.81e+03	n.a.
GO:0051252	e	regulation of RNA metabolic process	210/1159	553/4258	3.27e-09	1.62e-05	1.59e-05	1.58e-05	n.a.
GO:0051253	e	negative regulation of RNA metabolic process	81/1159	205/4258	0.000102	0.504	0.475	0.491	n.a.
GO:0051254	e	positive regulation of RNA metabolic process	87/1159	238/4258	0.00123	6.06	5.55	5.91	n.a.
GO:0051259	e	protein oligomerization	2/1159	5/4258	0.618	3.05e+03	837	2.98e+03	n.a.
GO:0051260	e	protein homooligomerization	1/1159	3/4258	1	4.94e+03	278	4.82e+03	n.a.
GO:0051261	e	protein depolymerization	3/1159	11/4258	1	4.94e+03	61	4.82e+03	n.a.
GO:0051262	e	protein tetramerization	1/1159	0/4258	1	4.94e+03	1	4.82e+03	n.a.
GO:0051268	e	alpha-keto amide reductase activity	1/1159	1/4258	0.272	1.35e+03	824	1.31e+03	n.a.
GO:0051269	e	alpha-keto ester reductase activity	1/1159	1/4258	0.272	1.35e+03	824	1.31e+03	n.a.
GO:0051273	p	beta-glucan metabolic process	1/1159	10/4258	0.304	1.5e+03	702	1.46e+03	n.a.
GO:0051274	p	beta-glucan biosynthetic process	1/1159	9/4258	0.459	2.27e+03	913	2.21e+03	n.a.
GO:0051276	e	chromosome organization	49/1159	172/4258	0.727	3.59e+03	769	3.5e+03	n.a.
GO:0051278	e	fungal-type cell wall polysaccharide biosynthetic process	3/1159	11/4258	1	4.94e+03	61	4.82e+03	n.a.
GO:0051287	e	NAD binding	14/1159	23/4258	0.000707	3.49	3.22	3.4	n.a.
GO:0051289	e	protein homotetramerization	1/1159	0/4258	1	4.94e+03	1	4.82e+03	n.a.
GO:0051292	e	nuclear pore complex assembly	3/1159	7/4258	0.399	1.97e+03	842	1.92e+03	n.a.
GO:0051293	p	establishment of spindle localization	2/1159	13/4258	0.534	2.64e+03	780	2.57e+03	n.a.
GO:0051294	p	establishment of spindle orientation	1/1159	8/4258	0.691	3.42e+03	774	3.33e+03	n.a.
GO:0051300	e	spindle pole body organization	4/1159	14/4258	1	4.94e+03	754	4.82e+03	n.a.
GO:0051301	p	cell division	22/1159	145/4258	0.000595	2.94	2.73	2.87	n.a.
GO:0051302	p	regulation of cell division	16/1159	83/4258	0.107	526	377	513	n.a.
GO:0051303	e	establishment of chromosome localization	1/1159	2/4258	0.47	2.32e+03	913	2.27e+03	n.a.
GO:0051316	e	attachment of spindle microtubules to kinetochore involved in meiotic chromosome segregation	1/1159	2/4258	0.47	2.32e+03	913	2.27e+03	n.a.
GO:0051321	e	meiotic cell cycle	7/1159	23/4258	0.814	4.02e+03	741	3.92e+03	n.a.
GO:0051336	p	regulation of hydrolase activity	28/1159	138/4258	0.065	321	250	313	n.a.
GO:0051338	p	regulation of transferase activity	12/1159	83/4258	0.0084	41.5	36	40.5	n.a.
GO:0051339	e	regulation of lyase activity	2/1159	4/4258	0.3	1.48e+03	725	1.44e+03	n.a.
GO:0051340	e	regulation of ligase activity	6/1159	20/4258	0.802	3.97e+03	738	3.87e+03	n.a.
GO:0051345	p	positive regulation of hydrolase activity	25/1159	115/4258	0.203	1e+03	645	977	n.a.
GO:0051346	p	negative regulation of hydrolase activity	1/1159	11/4258	0.308	1.52e+03	705	1.48e+03	n.a.
GO:0051347	p	positive regulation of transferase activity	2/1159	28/4258	0.017	84.2	71.4	82	n.a.
GO:0051348	p	negative regulation of transferase activity	9/1159	39/4258	0.718	3.55e+03	763	3.46e+03	n.a.
GO:0051349	e	positive regulation of lyase activity	2/1159	3/4258	0.182	899	607	876	n.a.
GO:0051351	e	positive regulation of ligase activity	1/1159	3/4258	1	4.94e+03	278	4.82e+03	n.a.
GO:0051352	e	negative regulation of ligase activity	5/1159	17/4258	0.79	3.9e+03	742	3.8e+03	n.a.
GO:0051382	p	kinetochore assembly	1/1159	4/4258	1	4.94e+03	562	4.82e+03	n.a.
GO:0051383	p	kinetochore organization	1/1159	4/4258	1	4.94e+03	562	4.82e+03	n.a.
GO:0051410	e	detoxification of nitrogen compound	1/1159	1/4258	0.272	1.35e+03	824	1.31e+03	n.a.
GO:0051436	e	negative regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle	5/1159	16/4258	0.779	3.85e+03	741	3.75e+03	n.a.
GO:0051438	p	regulation of ubiquitin-protein transferase activity	5/1159	19/4258	1	4.94e+03	412	4.82e+03	n.a.
GO:0051439	e	regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle	5/1159	17/4258	0.79	3.9e+03	742	3.8e+03	n.a.
GO:0051444	e	negative regulation of ubiquitin-protein transferase activity	5/1159	17/4258	0.79	3.9e+03	742	3.8e+03	n.a.
GO:0051445	e	regulation of meiotic cell cycle	10/1159	24/4258	0.113	559	399	545	n.a.
GO:0051446	e	positive regulation of meiotic cell cycle	3/1159	6/4258	0.354	1.75e+03	788	1.71e+03	n.a.
GO:0051447	e	negative regulation of meiotic cell cycle	7/1159	16/4258	0.159	786	541	767	n.a.
GO:0051452	e	intracellular pH reduction	8/1159	24/4258	0.495	2.44e+03	756	2.38e+03	n.a.
GO:0051453	e	regulation of intracellular pH	8/1159	24/4258	0.495	2.44e+03	756	2.38e+03	n.a.
GO:0051455	e	attachment of spindle microtubules to kinetochore involved in homologous chromosome segregation	1/1159	1/4258	0.272	1.35e+03	824	1.31e+03	n.a.
GO:0051457	e	maintenance of protein location in nucleus	2/1159	3/4258	0.182	899	607	876	n.a.
GO:0051493	p	regulation of cytoskeleton organization	11/1159	54/4258	0.285	1.41e+03	693	1.37e+03	n.a.
GO:0051494	e	negative regulation of cytoskeleton organization	7/1159	19/4258	0.437	2.16e+03	892	2.11e+03	n.a.
GO:0051495	p	positive regulation of cytoskeleton organization	5/1159	33/4258	0.167	827	564	806	n.a.
GO:0051503	e	adenine nucleotide transport	2/1159	5/4258	0.618	3.05e+03	837	2.98e+03	n.a.
GO:0051536	e	iron-sulfur cluster binding	13/1159	36/4258	0.259	1.28e+03	792	1.25e+03	n.a.
GO:0051537	p	2 iron, 2 sulfur cluster binding	1/1159	13/4258	0.207	1.02e+03	658	998	n.a.
GO:0051539	e	4 iron, 4 sulfur cluster binding	9/1159	21/4258	0.137	678	472	661	n.a.
GO:0051540	e	metal cluster binding	13/1159	36/4258	0.259	1.28e+03	792	1.25e+03	n.a.
GO:0051568	p	histone H3-K4 methylation	3/1159	12/4258	1	4.94e+03	839	4.82e+03	n.a.
GO:0051569	e	regulation of histone H3-K4 methylation	4/1159	5/4258	0.0214	106	87.8	103	n.a.
GO:0051571	e	positive regulation of histone H3-K4 methylation	1/1159	2/4258	0.47	2.32e+03	913	2.27e+03	n.a.
GO:0051597	p	response to methylmercury	1/1159	5/4258	1	4.94e+03	409	4.82e+03	n.a.
GO:0051598	e	meiotic recombination checkpoint	2/1159	2/4258	0.074	366	281	357	n.a.
GO:0051603	p	proteolysis involved in cellular protein catabolic process	40/1159	173/4258	0.257	1.27e+03	788	1.24e+03	n.a.
GO:0051604	p	protein maturation	8/1159	43/4258	0.231	1.14e+03	716	1.11e+03	n.a.
GO:0051606	e	detection of stimulus	1/1159	2/4258	0.47	2.32e+03	913	2.27e+03	n.a.
GO:0051640	e	organelle localization	37/1159	110/4258	0.129	639	447	623	n.a.
GO:0051641	p	cellular localization	113/1159	417/4258	1	4.94e+03	659	4.82e+03	n.a.
GO:0051645	e	Golgi localization	1/1159	2/4258	0.47	2.32e+03	913	2.27e+03	n.a.
GO:0051646	p	mitochondrion localization	8/1159	33/4258	0.845	4.18e+03	750	4.07e+03	n.a.
GO:0051647	p	nucleus localization	1/1159	20/4258	0.0224	111	91.4	108	n.a.
GO:0051648	e	vesicle localization	1/1159	2/4258	0.47	2.32e+03	913	2.27e+03	n.a.
GO:0051649	p	establishment of localization in cell	157/1159	634/4258	0.134	663	462	646	n.a.
GO:0051650	e	establishment of vesicle localization	1/1159	2/4258	0.47	2.32e+03	913	2.27e+03	n.a.
GO:0051651	p	maintenance of location in cell	9/1159	51/4258	0.154	759	523	740	n.a.
GO:0051653	p	spindle localization	2/1159	13/4258	0.534	2.64e+03	780	2.57e+03	n.a.
GO:0051654	p	establishment of mitochondrion localization	1/1159	5/4258	1	4.94e+03	409	4.82e+03	n.a.
GO:0051656	e	establishment of organelle localization	26/1159	76/4258	0.193	952	617	928	n.a.
GO:0051664	p	nuclear pore localization	1/1159	9/4258	0.459	2.27e+03	913	2.21e+03	n.a.
GO:0051666	e	actin cortical patch localization	4/1159	14/4258	1	4.94e+03	754	4.82e+03	n.a.
GO:0051668	p	localization within membrane	4/1159	22/4258	0.472	2.34e+03	734	2.28e+03	n.a.
GO:0051693	e	actin filament capping	3/1159	6/4258	0.354	1.75e+03	788	1.71e+03	n.a.
GO:0051704	p	multi-organism process	9/1159	43/4258	0.395	1.95e+03	833	1.9e+03	n.a.
GO:0051716	e	cellular response to stimulus	151/1159	472/4258	0.0157	77.8	66.1	75.8	n.a.
GO:0051726	p	regulation of cell cycle	32/1159	151/4258	0.0942	466	336	454	n.a.
GO:0051748	e	UTP-monosaccharide-1-phosphate uridylyltransferase activity	1/1159	1/4258	0.272	1.35e+03	824	1.31e+03	n.a.
GO:0051781	e	positive regulation of cell division	4/1159	10/4258	0.475	2.35e+03	735	2.29e+03	n.a.
GO:0051782	p	negative regulation of cell division	10/1159	45/4258	0.505	2.5e+03	757	2.43e+03	n.a.
GO:0051783	p	regulation of nuclear division	15/1159	75/4258	0.19	940	610	916	n.a.
GO:0051784	p	negative regulation of nuclear division	10/1159	44/4258	0.61	3.02e+03	834	2.94e+03	n.a.
GO:0051785	e	positive regulation of nuclear division	3/1159	7/4258	0.399	1.97e+03	842	1.92e+03	n.a.
GO:0051787	p	misfolded protein binding	1/1159	4/4258	1	4.94e+03	562	4.82e+03	n.a.
GO:0051864	e	histone demethylase activity (H3-K36 specific)	2/1159	2/4258	0.074	366	281	357	n.a.
GO:0051865	p	protein autoubiquitination	1/1159	5/4258	1	4.94e+03	409	4.82e+03	n.a.
GO:0051879	e	Hsp90 protein binding	2/1159	2/4258	0.074	366	281	357	n.a.
GO:0051903	e	S-(hydroxymethyl)glutathione dehydrogenase activity	1/1159	1/4258	0.272	1.35e+03	824	1.31e+03	n.a.
GO:0051920	e	peroxiredoxin activity	6/1159	9/4258	0.0154	76.1	64.8	74.1	n.a.
GO:0051972	p	regulation of telomerase activity	1/1159	4/4258	1	4.94e+03	562	4.82e+03	n.a.
GO:0051983	p	regulation of chromosome segregation	5/1159	39/4258	0.046	227	182	222	n.a.
GO:0051984	p	positive regulation of chromosome segregation	2/1159	10/4258	1	4.94e+03	780	4.82e+03	n.a.
GO:0051985	p	negative regulation of chromosome segregation	3/1159	25/4258	0.113	559	400	545	n.a.
GO:0051987	p	positive regulation of attachment of spindle microtubules to kinetochore	2/1159	9/4258	1	4.94e+03	825	4.82e+03	n.a.
GO:0051988	p	regulation of attachment of spindle microtubules to kinetochore	2/1159	9/4258	1	4.94e+03	825	4.82e+03	n.a.
GO:0051996	e	squalene synthase activity	1/1159	1/4258	0.272	1.35e+03	824	1.31e+03	n.a.
GO:0052547	e	regulation of peptidase activity	3/1159	7/4258	0.399	1.97e+03	842	1.92e+03	n.a.
GO:0052548	e	regulation of endopeptidase activity	2/1159	5/4258	0.618	3.05e+03	837	2.98e+03	n.a.
GO:0052646	e	alditol phosphate metabolic process	2/1159	7/4258	1	4.94e+03	630	4.82e+03	n.a.
GO:0052654	e	L-leucine transaminase activity	2/1159	2/4258	0.074	366	281	357	n.a.
GO:0052655	e	L-valine transaminase activity	2/1159	2/4258	0.074	366	281	357	n.a.
GO:0052656	e	L-isoleucine transaminase activity	2/1159	2/4258	0.074	366	281	357	n.a.
GO:0052657	e	guanine phosphoribosyltransferase activity	1/1159	1/4258	0.272	1.35e+03	824	1.31e+03	n.a.
